,Query,Sql pattern new
148,Display the total number of transactions with travis waldron,"select count(distinct transaction_id) from master_txn_table where customers = ""travis waldron"""
149,When was pye's cakes last payment?,"select transaction_date from master_txn_table where customers = ""pye's cakes"" and transaction_type = 'payment' order by transaction_date desc limit 1"
150,What were my outgoings during the This month to date?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where transaction_date BETWEEN date( current_date, ""start of month"") AND date( current_date)  and account_type in ('Expense','Other Expense')"
151,what was our top 3 selling products and their sales in q1,"select product_service, sum(quantity) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income', 'Other Income') and strftime(""%m"", transaction_date) in (""01"", ""02"", ""03"") group by product_service order by sum(quantity) desc limit 3;"
152,Total sales for each product,"select product_service, sum(credit) from master_txn_table group by product_service;"
153,How much credit does customer sonnenschein family store have year to date?,"select balance from customers where customer_name = ""sonnenschein family store"""
154,What are my total project costs for Project XYZ?,select sum(debit) from master_txn_table where misc.project = 'XYZ'
155,What was the mean invoice amount for insurance in This year to date?,"select avg(credit) from master_txn_table where transaction_type = 'invoice' and instr(account,""insurance"") and transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date)"
156,How much money did we make YTD?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and transaction_date BETWEEN date(current_date) AND date(current_date) "
157,What are my last sales by customer?,"select customer, max(credit) from master_txn_table group by customer"
158,"How many times did we collect ""Bond Fees"" this month?","select count(*) from master_txn_table where account in ('Income','Other Income') and transaction_date = date(current_date, ""-1 days"") and product_service = 'Bond fees'"
159,what customers are buying less than last month,"select T1.customers, revenue_this_month, revenue_last_month from (select customers, sum(credit) as revenue_this_month from master_txn_table   as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp) group by customers) as T1 join (select customers, sum(credit) as revenue_last_month from master_txn_table   as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp) - 1 group by customers) as T2 on T1.customers = T2.customers where revenue_this_month < revenue_last_month "
160,How many jeff's jalopies invoices are still outstanding?,"select count(distinct transaction_id) from master_txn_table where customers = ""jeff's jalopies"" and open_balance > 0 and transaction_type = 'invoice'"
161,What is my highest bill for hicks hardware?,"select max(credit) from master_txn_table where transaction_type = 'bill' and vendor = ""hicks hardware"""
162,What was the first invoice for maintenance & repair?,"select transaction_id from master_txn_table where product_service = ""maintenance & repair"" and transaction_type = 'invoice' order by transaction_date limit 1"
163,How much money have we spent on due & subscription this month?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""due & subscription"") and strftime(""%m"", transaction_date)  = strftime(""%m"", current_date)"
164,What are my transactions for the year?,"select distinct transaction_id, amount from master_txn_table where strftime(""%Y"", transaction_date) = strftime(""%Y"", current_date)"
165,What was the last invoice for 0969 ocean view road?,"select transaction_id, customers from master_txn_table where transaction_type = 'invoice' and customers = ""0969 ocean view road"" order by transaction_date desc limit 1"
166,What was our total income from design in q2,"select sum(credit) from master_txn_table where product_service = ""design"" and strftime(""%m"", transaction_date) in (""04"", ""05"", ""06"");"
167,give me the list of accounts where my revenue increased by more than 50% in this month as compared to last month,"select T1.account, revenue_this_month, revenue_last_month from(select account, sum(credit) as revenue_this_month from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp) group by account) as T1 join (select account, sum(credit) as revenue_last_month from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp) - 1 group by account) as T2 where revenue_this_month >= revenue_last_month * 1.5"
168,How much did we spend on meals and entertainment This week to date?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""meals and entertainment"") and transaction_date BETWEEN date( current_date, ""weekday 0"", ""-7 days"") AND date( current_date) "
169,What were our total payroll expenses today?,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where instr(account,'payroll') and account_type in ('Expense','Other Expense')"
170,Display all transactions involving sushi by katsuyuki,"select distinct transaction_id from master_txn_table where customers = ""sushi by katsuyuki"""
171,How many Adobe subscriptions do we have?,
172,Number of invoices created for prepaid expense in Last fiscal year?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and instr(account,""prepaid expense"") and transaction_date BETWEEN date(current_date, '-3 months', 'start of year','-1 years', '+3 months') AND date(current_date, '-3 months', 'start of year','-1 years', '+3 months', '+1 years', '-1 days');"
173,show me expenses for board of equalization payable this week,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where instr(account,'medical & health') and strftime(""%W"", transaction_date) = strftime(""%W"", current_timestamp) and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_timestamp) and account_type in ('Expense','Other Expense')"
174,How much has pye's cakes paid us Last 30 days?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""pye's cakes"" and transaction_date BETWEEN date( current_date, ""-30 days"") AND date( current_date)  and account_type in ('Income','Other Income')"
175,What was the highest invoice amount for equipment rental?,"select max(credit) from master_txn_table where transaction_type = 'invoice' and instr(account,""equipment rental"")"
176,When was the last time we billed for concrete,"select transaction_date from master_txn_table where product_service = ""concrete"" order by transaction_date desc limit 1;"
