,Query,Sql pattern new
146,show me expenses for rent or lease this week,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where instr(account,'medical & health') and strftime(""%W"", transaction_date) = strftime(""%W"", current_timestamp) and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_timestamp) and account_type in ('Expense','Other Expense')"
147,Did we receive payment from 0969 ocean view road partnership last year?,"select transaction_id from master_txn_table where transaction_type = 'payment' and customers = ""0969 ocean view road"" and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_date) - 1"
148,How much money have we spent on accounts receivable (a/r) this month?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""accounts receivable (a/r)"") and strftime(""%m"", transaction_date)  = strftime(""%m"", current_date)"
149,What was the most recent invoice for mark cho?,"select transaction_id from master_txn_table where transaction_type = 'invoice' and customers = ""mark cho"" order by transaction_date desc limit 1"
150,How much money does rondonuwu fruit and vegi still owe?,"select billing_city, sum(credit) from master_txn_table join customers on customers = customer_name where account in ('Income','Other Income') and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_date)  group by billing_city"
151,How many 0969 ocean view road invoices have yet to be paid?,"select count(distinct transaction_id) from master_txn_table where customers = ""0969 ocean view road"" and open_balance > 0 and transaction_type = 'invoice'"
152,What are my transactions for the year?,"select distinct transaction_id, amount from master_txn_table where strftime(""%Y"", transaction_date) = strftime(""%Y"", current_date)"
153,What was the mean invoice amount for promotional?,"select avg(credit) from master_txn_table where transaction_type = 'invoice' and instr(account,""promotional"")"
154,"As of Last quarter, how many invoices for shara barnett were still unpaid?","select count(distinct transaction_id) from master_txn_table where customers = ""shara barnett"" and transaction_type = 'invoice' and open_balance >0 and transaction_date BETWEEN date(current_date) AND date(current_date) "
155,What was my expense by products in may?,"select product_service, sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where strftime(""%m"", transaction_date) = 5 and account_type in ('Expense','Other Expense') group by product_service"
156,"MTD, how many invoices were paid?",
157,What was the highest invoice amount for sprinkler head?,"select max(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and transaction_type = 'invoice' and product_service = ""sprinkler head"""
158,Total sales for each product,"select product_service, sum(credit) from master_txn_table group by product_service;"
159,How much has gevelber photography paid us Last month?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""gevelber photography"" and transaction_date BETWEEN date( current_date, ""start of month"", ""-1 months"") AND date( current_date, ""start of month"", ""-1 days"")  and account_type in ('Income','Other Income')"
160,When did weiskopf consulting first pay?,"select transaction_date from master_txn_table where transaction_type = 'payment' and customers = ""weiskopf consulting"" order by transaction_date limit 1"
161,How much revenue came through shara barnett last month?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""shara barnett"" and strftime(""%m"", transaction_date) = strftime(""%m"", current_date) - 1 and account_type in ('Income','Other Income')"
162,When was the first time barnett design paid you?,"select transaction_date from master_txn_table where transaction_type = 'payment' and customers = ""barnett design"" order by transaction_date limit 1"
163,Total sales for each product,"select product_service, sum(credit) from master_txn_table group by product_service;"
164,How much money have we paid to permit YTD?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""permit"") and strftime(""%Y"", transaction_date)  = strftime(""%Y"", current_date)"
165,Display all of gevelber photography's transactions,"select distinct transaction_id from master_txn_table where customers = ""gevelber photography"""
166,"Since Last 30 days, how many invoices have gone unpaid?","select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and due_date < current_date and transaction_date BETWEEN date( current_date, ""-30 days"") AND date( current_date)  and open_balance > 0"
167,How much balance weiskopf consulting have available in checking account?,"select balance from chart_of_accounts where customers = ""weiskopf consulting"" and account_name = 'checking'"
168,Have we billed cool car for the pump last month?,"select transaction_id from master_txn_table where transaction_type = 'bill' and customers = ""cool car"" and product_service = ""pump"""
169,"Last quarter, how much has pye's cake paid us?","select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""pye's cake"" and transaction_date BETWEEN date(current_date) AND date(current_date)  and account_type in ('Income','Other Income')"
170,What is the balance owed by bill's windsurf shop?,"select balance from Customers where customer_name = ""bill's windsurf shop"""
171,"Last 12 months, how many invoices were paid?",
172,When was the last time we billed for lighting,"select transaction_date from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""lighting"" order by transaction_date desc limit 1"
173,What was the total invoice amount for diego rodriguez?,"select T1.customers, revenue_this_month, revenue_last_month from (select customers, sum(credit) as revenue_this_month from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where T2.account_type in ('Income','Other Income') and strftime(""%m"", T1.transaction_date) = strftime(""%m"", current_timestamp) group by customers) as T1 join (select customers, sum(credit) as revenue_last_month from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp) - 1 group by customers) as T2 on T1.customers = T2.customers where revenue_this_month < revenue_last_month"
174,"on <date>, what are my account payable?",select sum(credit) from master_txn_table where account = 'account payable' and transaction_date BETWEEN date(current_date) AND date(current_date) 
175,What's the total number of invoices we've issued to red rock diner?,"select count(distinct transaction_id) from master_txn_table where customers = ""red rock diner"" and transaction_type = 'invoice'"
176,How often do we bill service for diego rodriguez?,"select sum(quantity) from master_txn_table where customers = ""diego rodriguez"" and product_service = ""service"""
